courses_id,course_name,department_id,department_name
APPM 4530,Stochastic Analysis for Finance,APPM,Department of Applied Mathematics
APPM 4560,"Markov Processes, Queues, and Monte Carlo Simulations",APPM,Department of Applied Mathematics
APPM 4565,Random Graphs,APPM,Department of Applied Mathematics
APPM 4570,Statistical Methods,APPM,Department of Applied Mathematics
APPM 4590,Statistical Modeling,APPM,Department of Applied Mathematics
APPM 4600,Numerical Methods and Scientific Computing,APPM,Department of Applied Mathematics
APPM 4610,Numerical Differential Equations,APPM,Department of Applied Mathematics
APPM 4650,Intermediate Numerical Analysis 1,APPM,Department of Applied Mathematics
APPM 4660,Intermediate Numerical Analysis 2,APPM,Department of Applied Mathematics
APPM 4720,Open Topics in Applied Mathematics,APPM,Department of Applied Mathematics
APPM 4840,Reading and Research in Applied Mathematics,APPM,Department of Applied Mathematics
APPM 4950,Seminar in Applied Mathematics,APPM,Department of Applied Mathematics
APPM 5120,Introduction to Operations Research,APPM,Department of Applied Mathematics
APPM 5320,Introduction to Dynamics on Networks,APPM,Department of Applied Mathematics
APPM 5350,Methods in Applied Mathematics: Fourier Series and Boundary Value Problems,APPM,Department of Applied Mathematics
APPM 5360,Methods in Applied Mathematics: Complex Variables and Applications,APPM,Department of Applied Mathematics
APPM 5370,Computational Neuroscience,APPM,Department of Applied Mathematics
APPM 5380,Modeling in Applied Mathematics,APPM,Department of Applied Mathematics
APPM 5390,Modeling in Mathematical Biology,APPM,Department of Applied Mathematics
APPM 5430,Methods in Applied Mathematics: Applications of Complex Variables,APPM,Department of Applied Mathematics
APPM 5440,Applied Analysis 1,APPM,Department of Applied Mathematics
